晶片號碼,遺失地點是否具體,是否包含毛色特徵,是否有清楚的特徵描述,遺失時間是否明確,資料是否適合公告,建議補充哪些資訊以增加協尋成功率,是否有附圖片
900138000941503,,,,,,,
990002000154586,,,,,,,
900239877775426,,,,,,,
990000000840841,,,,,,,
990000000840016,,,,,,,
900138001065702,,,,,,,
900138001262897,,,,,,,
900073000336951,,,,,,,
900239877781473,,,,,,,
900138000594470,,,,,,,
900138001125885,,,,,,,
900115000095869,,,,,,,
900073000771581,,,,,,,
