晶片號碼,遺失地點是否具體,是否包含毛色特徵,是否有清楚的特徵描述,遺失時間是否明確,資料是否適合公告,建議補充哪些資訊以增加協尋成功率,是否有附圖片
900215002268450,是,是,是,是,是,請補充個性特徵與是否有項圈,是
990000002160494,是,是,是,是,是,請補充個性特徵與是否有項圈,是
990000000210819,是,是,是,是,是,請補充個性特徵,是
990000001989196,是,是,是,是,是,請補充個性特徵與品種資訊,是
900073000101082,是,是,是,是,是,請補充個性特徵,是
945000009059518,是,是,是,是,是,請補充個性特徵,是
900073000695137,是,是,是,是,是,請補充個性特徵,是
900073000333990,是,是,是,是,是,請補充個性特徵與品種資訊,是
900073000833410,是,是,是,是,是,請補充個性特徵,是
900138000765167,是,是,是,是,是,請補充品種資訊,是
900073000419680,是,是,是,是,是,請補充品種資訊,是
900073000699908,是,是,否,是,是,請補充更詳細的特徵描述與個性,是
900138001436999,是,是,是,是,是,請補充個性特徵,是
900250001033669,是,是,是,是,是,請補充個性特徵,是
990002000114833,是,否,否,是,否,請補充毛色、外觀、更詳細的特徵描述與個性,是
900138001200536,是,是,否,是,是,請補充更詳細的特徵描述,是
953010006775600,是,是,是,是,是,請補充個性特徵,是
900250001028652,是,是,否,是,是,請補充更詳細的特徵描述,是
900215004830557,是,是,是,是,是,請補充個性特徵與品種資訊,是
900239877785807,是,是,是,是,是,請補充個性特徵,是
900073000729591,是,是,是,是,是,請補充個性特徵,是
900020180804506,是,是,是,是,是,請補充個性特徵與品種資訊,是
992007300189523,是,是,是,是,是,請補充個性特徵與品種資訊,是
900138000493978,是,否,否,是,否,請補充毛色、外觀、更詳細的特徵描述與個性,是
900138000176172,是,是,是,是,是,請補充個性特徵,是
900073000540468,是,是,是,是,是,請補充個性特徵,是
900073000695135,否,否,否,是,否,請補充更詳細的遺失地點、毛色、外觀、特徵與個性,是
900138001388612,是,是,是,是,是,請補充個性特徵,是
900138001390192,是,是,是,是,是,請補充個性特徵與品種資訊,是
900138000761066,是,是,是,是,是,請補充個性特徵與品種資訊,是
990002000059542,是,是,是,是,是,請補充個性特徵,是
900138001359620,是,是,是,是,是,請補充個性特徵,是
900225000029194,是,是,是,是,是,請補充品種資訊,是
900073000731322,否,否,否,是,否,請補充遺失地點、毛色、外觀、更詳細的特徵描述與個性,是
900138001385409,是,是,是,是,是,請補充品種資訊,是
990000000086496,是,是,是,是,是,請補充個性特徵,是
900073000113141,是,是,是,是,是,請補充個性特徵,是
900138001288774,是,是,是,是,是,請補充品種資訊,是
900108001776974,是,是,是,是,是,請補充品種資訊,是
900073000425015,是,是,是,是,是,請補充品種資訊,是
900073000119340,是,是,是,是,是,請補充品種資訊,是
900138001259860,是,是,否,是,是,請補充品種資訊與個性特徵,是
900108000535395,是,是,是,是,是,請補充品種資訊與個性特徵,是
151848493A,是,是,是,是,是,請補充品種資訊與個性特徵,是
990000003121536,是,是,是,是,是,請補充品種資訊與個性特徵,是
992007300108132,,,,,,,
990000000834654,,,,,,,
900138001312237,,,,,,,
900138001199370,,,,,,,
900138001344731,,,,,,,
900138000941503,,,,,,,
990002000154586,,,,,,,
900239877775426,,,,,,,
990000000840841,,,,,,,
990000000840016,,,,,,,
900138001065702,,,,,,,
900138001262897,,,,,,,
900073000336951,,,,,,,
900239877781473,,,,,,,
900138000594470,,,,,,,
900138001125885,,,,,,,
900115000095869,,,,,,,
900073000771581,,,,,,,
900138000406418,遺失地點是否具體,是否包含毛色特徵,是否有清楚的特徵描述,遺失時間是否明確,資料是否適合公告,建議補充哪些資訊以增加協尋成功率,"是否有附圖片
是"
992007300184809,是,是,是,是,是,請補充個性特徵,是
900073000737463,是,否,否,是,否,請補充毛色,外觀與特徵
900073000881246,是,是,是,是,是,請補充個性特徵與是否有項圈,是
990000003730653,是,是,否,是,是,請補充更詳細的特徵描述與個性特徵,是
990000001984586,是,是,否,是,否,請補充特徵,個性特徵與是否有項圈
900138000917157,否,否,否,是,否,請補充遺失地點,毛色
900073000328430,是,是,否,是,否,請補充特徵,個性特徵與是否有項圈
990002000115823,是,是,是,是,是,請補充個性特徵,是
900073000442895,是,是,否,是,否,請補充更詳細的特徵描述與個性特徵,是
900138001389348,是,否,否,是,否,請補充毛色,外觀與特徵
990002000114369,是,是,是,是,是,無,是
900073000367968,否,否,否,是,否,請補充遺失地點,毛色
900073000367953,否,否,否,是,否,請補充遺失地點,毛色
900073000367962,否,否,否,是,否,請補充遺失地點,毛色
900073000367959,否,否,否,是,否,請補充遺失地點,毛色
900073000367955,否,否,否,是,否,請補充遺失地點,毛色
900073000367964,否,否,否,是,否,請補充遺失地點,毛色
990121000100119,是,是,否,是,否,請補充更詳細的特徵描述與個性特徵,是
900073000502997,是,是,是,是,是,無,是
900073000404122,是,是,是,是,是,無,是
900138001347125,是,是,是,是,是,無,是
900138001347408,是,是,是,是,是,無,是
992007300178974,否,否,否,是,否,請補充遺失地點,毛色
900073000391878,是,是,否,是,是,請補充個性特徵,是
953010005860956,是,是,是,是,是,無,是
990002000094498,是,是,是,是,是,無,是
900073000608397,是,是,否,是,否,請補充特徵,個性特徵與是否有項圈
900073000050833,是,是,是,是,是,無,是
990000002528589,是,是,是,是,是,無,是
900201809657837,否,否,否,是,否,請補充遺失地點,毛色與特徵
392144000026715,否,否,否,是,否,請補充遺失地點,毛色與特徵
900073000552227,否,否,否,是,否,請補充遺失地點,毛色與特徵
900073000424318,是,是,否,是,否,請補充更詳細的特徵描述與個性特徵,是
900128002388707,是,是,是,是,是,無,是
900138001147244,是,是,否,是,否,請補充更詳細的特徵描述與個性特徵,是
990002000094622,是,是,否,是,否,請補充更詳細的特徵描述與個性特徵,是
992007300107495,是,是,是,是,是,無,是
900138000999576,是,是,是,是,是,請補充個性特徵,是
900073000401442,是,否,否,是,否,請補充特徵與個性特徵,是
900073000469008,是,是,是,是,是,請補充個性特徵,是
992007300043695,是,是,是,是,是,無,是
990002000098863,是,是,否,是,否,請補充特徵與個性特徵,是
900073000426651,是,是,是,是,是,無,是
990000001141431,是,是,是,是,是,無,是
900073000699930,是,是,是,是,是,請補充個性特徵,是
900219001306191,是,是,否,是,否,請補充特徵與個性特徵,是
900138001131697,是,是,否,是,否,請補充特徵與個性特徵,是
158200000001381,是,是,是,是,是,無,是
990002000156375,是,是,否,是,否,請補充更詳細的特徵描述與個性特徵,是
990002000156373,是,是,是,是,是,無,是
900073000536642,是,否,否,是,否,請補充特徵與個性特徵,是
900073000751565,是,否,否,是,否,請補充特徵與個性特徵,是
900225000029458,是,是,是,是,是,無,是
900111881766606,是,是,是,是,是,無,是
900073000223933,是,是,是,是,是,無,是
900219000886116,是,是,否,是,否,請補充特徵與個性特徵,是
990000001141512,是,是,是,是,是,無,是
900250001063725,是,是,是,是,是,無,是
900252003138038,是,否,否,是,否,請補充外觀與特徵,是
992001000065159,是,是,否,是,否,請補充外觀與特徵,是
992001000065142,是,是,是,是,是,無,是
900138001369020,否,否,否,是,否,請補充遺失地點與特徵,是
900138000783234,是,是,是,是,是,無,是
900250001033775,是,是,是,是,是,無,是
900073000134581,是,是,是,是,是,無,是
992007300184002,是,否,否,是,否,請補充外觀與特徵,是
900073000737933,否,是,否,是,否,請補充地點與特徵,是
990002000031468,是,是,是,是,是,無,是
990002000063610,是,是,是,是,是,無,是
990000000397954,是,是,是,是,是,請補充個性特徵,是
900073000822255,是,是,是,是,是,無,是
900138001160314,是,是,否,是,否,請補充個性特徵,是
900073000600243,是,是,是,是,是,無,是
900073000833651,是,是,否,是,否,請補充特徵與個性特徵,是
900073000179702,是,是,是,是,是,無,是
900073000233243,是,是,是,是,是,無,是
900073000823086,是,是,是,是,是,請補充個性特徵,是
900073000808036,是,是,是,是,是,無,是
900073000354270,是,是,是,是,是,請補充品種資訊,是
900073000697276,是,是,否,是,否,請補充更詳細的特徵描述與個性特徵,是
900073000751030,是,是,是,是,是,無,是
900073000431322,否,否,否,是,否,請補充遺失地點,毛色
900073000431314,否,是,否,是,否,請補充遺失地點,外觀與特徵
900073000478746,是,是,是,是,是,無,是
900073000558424,是,否,否,是,否,請補充遺失地點,毛色
990000001411584,是,是,是,是,是,無,是
900073000742048,,,,,,,
900250000801135,,,,,,,
900073000739442,,,,,,,
990002000096933,,,,,,,
900108001368174,,,,,,,
992007300099445,,,,,,,
900138000030041,,,,,,,
900073000516416,,,,,,,
990000000082037,,,,,,,
992007300205373,,,,,,,
900138001397785,,,,,,,
900073000407736,,,,,,,
992007300062681,,,,,,,
992007300062664,遺失地點是否具體,是否包含毛色特徵,是否有清楚的特徵描述,遺失時間是否明確,資料是否適合公告,建議補充哪些資訊以增加協尋成功率,"是否有附圖片
是"
900073000334464,是,是,是,是,是,請補充更詳細的特徵描述,例如體型、年紀、個性等
900138001368289,是,是,是,是,是,請補充個性特徵與是否有項圈,是
900073000906539,是,是,是,是,是,無,是
990002000093489,是,是,是,是,是,請補充個性特徵與是否有項圈,是
900073000487091,是,是,是,是,是,無,是
900073000483218,是,是,是,是,是,無,是
900138001351570,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
900138001250143,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
900073000726345,是,是,是,是,是,無,是
900073000591532,是,是,否,是,是,請補充更詳細的特徵描述與個性,是
900073000750472,是,是,是,是,是,無,是
900073000352152,是,是,否,是,是,請補充更詳細的特徵描述與個性,是
990000001348875,是,是,是,是,是,無,是
992007300180126,是,是,是,是,是,請補充個性特徵,是
900138001227454,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
900215002472241,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
900073000589487,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
900138001236655,是,是,是,是,是,無,是
992007300039683,是,是,是,是,是,無,是
900138001264486,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
900138001264497,是,是,是,是,是,無,是
900138000480943,是,是,是,是,是,無,是
900138001285760,否,否,否,是,否,請補充所有遺漏資訊,是
900073000775582,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
900073000749533,是,是,是,是,是,無,是
992007300020877,是,是,是,是,是,無,是
900073000858780,是,是,是,是,是,無,是
900073000050837,否,否,否,是,否,請補充所有遺漏資訊,是
990002000060525,是,是,是,是,是,無,是
900128001591236,是,是,是,是,是,無,是
900138001330092,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
965000000330326,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
900138001018751,是,是,是,是,是,無,是
900128001187340,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
900138001372417,是,是,是,是,是,無,是
900138001357521,是,是,是,是,是,無,是
992007300108559,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900073000048829,否,否,否,是,否,請補充所有遺漏資訊,是
900138001299637,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900138001299637,是,是,是,是,是,無,是
900073000462686,是,是,是,是,是,無,是
900108001370170,是,是,是,是,是,請補充寵物照片，可以更清楚辨識,是
990002000119500,否,否,否,是,否,請補充所有遺漏資訊,是
900073000469309,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
700202305001452,是,是,是,是,是,請補充寵物是否有晶片,是
900138001326076,是,是,否,是,是,請補充nan的具體內容，例如體型、年紀、個性等,是
990002000061801,是,是,是,是,是,無,是
900138001104487,是,是,是,是,是,無,是
900138001259489,是,是,是,是,是,無,是
990000002716156,否,否,否,是,否,請補充所有遺漏資訊,是
900073000113911,是,是,是,是,是,無,是
900138001126020,是,是,是,是,是,請補充寵物個性,是
992007300177081,是,是,是,是,是,請補充寵物是否結紮,是
900073000725510,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900138000582569,是,是,是,是,是,無,是
900138001343550,是,是,是,是,是,無,是
158100965204424,是,是,是,是,是,無,是
900073000392101,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900073000737233,是,是,是,是,是,請補充寵物是否有晶片,是
900073000906257,是,是,是,是,是,無,是
953010004728780,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900138001208968,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900138001344939,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900073000739751,否,否,否,是,否,請補充所有遺漏資訊,是
900073000742034,是,是,是,是,是,無,是
900073000742036,是,是,是,是,是,請補充寵物個性,是
990000003236190,是,是,是,是,是,無,是
965000000262392,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900219001229742,是,是,是,是,是,無,是
900073000039393,是,是,是,是,是,無,是
900073000468720,是,是,是,是,是,請補充寵物體型,是
990002000052822,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900073000340332,是,是,是,是,是,無,是
900073000336385,是,是,是,是,是,請補充寵物是否結紮,是
900108000738828,是,是,是,是,是,無,是
900020180801923,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900020180803152,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900073000386666,是,否,否,是,是,請補充nan的具體內容與寵物外觀描述，例如體型、年紀、個性等,是
900073000384149,否,否,否,是,否,請補充所有遺漏資訊,是
900073000389932,,,,,,,
900073000431018,,,,,,,
900073000431028,,,,,,,
990002000117568,,,,,,,
900073000892913,,,,,,,
700000001002152,,,,,,,
900073000273825,,,,,,,
900138001296811,,,,,,,
990000000206645,,,,,,,
900138001368251,,,,,,,
900073000478792,,,,,,,
900138000858379,,,,,,,
158097000864820,,,,,,,
900073000743123,,,,,,,
990002000131184,,,,,,,
900073000058968,,,,,,,
990000003236183,,,,,,,
900073000389691,,,,,,,
900073000389679,,,,,,,
900250000799150,,,,,,,
990002000052568,遺失地點是否具體,是否包含毛色特徵,是否有清楚的特徵描述,遺失時間是否明確,資料是否適合公告,建議補充哪些資訊以增加協尋成功率,"是否有附圖片
是"
900138001253057,是,是,是,是,是,請補充個性特徵,是
900073000377732,是,是,否,是,是,請補充更詳細的特徵描述與個性,是
990002000095556,是,是,是,是,是,無,是
992007300144220,是,是,否,是,否,請補充外觀與更詳細的特徵描述與個性,是
900138001172254,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵與個性,是
900073000751265,是,是,是,是,是,請補充個性,是
953010002087037,是,是,否,是,否,請補充更詳細的特徵描述與個性,是
900073000750823,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵與個性,是
900138001365508,是,是,否,是,否,請補充更詳細的特徵描述與個性,是
900108000743625,是,是,是,是,是,請補充個性,是
900138001299303,是,是,否,是,否,請補充更詳細的特徵描述與個性,是
900138001184627,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵與個性,是
990000002530331,是,是,是,是,是,無,是
900138001080840,是,是,是,是,是,無,是
900138000840373,是,是,是,是,是,無,是
900073000389858,是,是,是,是,是,無,是
900073000840217,是,是,否,是,否,請補充更詳細的特徵描述與個性,是
900073000105585,是,是,是,是,是,請補充個性,是
900138001154371,否,否,否,是,否,請補充毛色與更詳細的特徵描述與個性,是
900138001154364,否,否,否,是,否,請補充毛色與更詳細的特徵描述與個性,是
900138001127052,否,否,否,是,否,請補充毛色與更詳細的特徵描述與個性,是
992007300039312,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300039311,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
158100965271114,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
158097000227077,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000515578,是,是,是,是,是,無,是
158097000220429,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000293192,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000293195,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000392339,是,是,是,是,是,請補充個性,是
992007300029105,是,是,是,是,是,無,是
900073000529843,是,是,是,是,是,請補充個性,是
900138001389777,是,是,是,是,是,請補充個性,是
900073000345544,是,否,否,是,否,請補充外觀與更詳細的特徵描述與個性,是
992007300050167,是,是,是,是,是,無,是
158097008958797,是,是,否,是,否,請補充更詳細的特徵描述與個性,是
992007300096041,是,是,是,是,是,請補充個性,是
992007300096004,否,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300096024,是,是,是,是,是,請補充個性,是
992007300051493,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵與個性,是
900073000392430,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵與個性,是
990000003236094,是,是,是,是,是,請補充個性,是
900073000737794,是,是,否,是,否,請補充更詳細的特徵描述與個性,是
900073000493788,是,是,是,是,是,無,是
900073000831764,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000832706,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
990002000087528,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300174268,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900138000029121,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900138001063533,是,是,是,是,是,無,是
900138001061558,是,是,是,是,是,無,是
900073000352897,是,是,否,是,否,請補充更詳細的特徵描述與個性,是
992007300170116,是,是,是,是,是,無,是
992007300169087,是,是,是,是,是,請補充個性,是
992007300169022,是,是,是,是,是,無,是
992007300169018,是,是,是,是,是,無,是
992007300167843,是,是,是,是,是,請補充個性,是
992007300112459,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300112442,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300112431,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300112429,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300112421,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300112413,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300112412,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300112408,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300112021,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300110223,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300058651,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300058387,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300058366,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
990000003706306,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900250000748578,是,是,否,是,否,請補充更詳細的特徵描述與個性,是
900250000601647,是,是,是,是,是,無,是
990002000131375,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900182000664946,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000550691,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000550685,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000550684,是,是,是,是,是,請補充個性,是
900138001154469,是,是,是,是,是,請補充個性,是
900138001154460,是,是,否,是,否,請補充更詳細的特徵描述與個性,是
900115000371643,是,是,是,是,是,請補充個性,是
900073000359787,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵與個性,是
900073000310239,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵與個性,是
900215006233169,是,是,是,是,是,請補充個性,是
900073000728072,是,是,否,是,否,請補充更詳細的特徵描述與個性,是
900073000434720,是,是,是,是,是,無,是
900073000054232,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000113067,是,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000389313,是,是,是,是,是,請補充個性,是
990000003236359,否,否,否,是,否,請補充毛色、外觀、特徵與個性,是
990002000028994,否,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900138001392417,是,是,是,是,是,請補充個性,是
900073000418629,是,否,否,是,否,請補充毛色與更詳細的特徵描述與個性,是
991003000546347,否,否,否,是,否,請補充毛色、外觀、特徵與個性,是
992007300205440,否,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900138001327752,是,是,是,是,是,請補充個性,是
900073000801991,否,否,否,是,否,請補充毛色、外觀、特徵與個性,是
900073000462401,,,,,,,
990000002233087,,,,,,,
900073000906285,遺失地點是否具體,是否包含毛色特徵,是否有清楚的特徵描述,遺失時間是否明確,資料是否適合公告,建議補充哪些資訊以增加協尋成功率,"是否有附圖片
是"
990002000100941,是,否,否,是,否,請補充毛色、外觀、特徵等詳細描述,是
945000009092153,是,否,否,是,否,請補充毛色、外觀、特徵等詳細描述,是
900073000035554,是,是,是,是,是,請補充個性特徵與是否有項圈,是
900073000606451,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
900128000472281,是,是,是,是,是,請補充個性特徵,是
900073000230741,是,否,否,是,否,請補充毛色、外觀、特徵等詳細描述,是
999000001409377,是,是,是,是,是,請補充個性特徵,是
990000001394743,是,否,否,是,否,請補充毛色、特徵等詳細描述,是
900111881765911,是,是,否,是,否,請補充更詳細的特徵描述,是
990002000061453,是,是,是,是,是,請補充個性特徵,是
992007300204185,是,是,是,是,是,請補充個性特徵,是
992007300196351,是,是,否,是,否,請補充更詳細的特徵描述,是
990002000080128,是,是,是,是,是,無,是
900138000934649,是,是,否,是,否,請補充更詳細的特徵描述,是
900138001024943,是,是,是,是,是,請補充個性特徵,是
953010002101929,是,是,否,是,否,請補充更詳細的特徵描述,是
900138001343160,是,是,否,是,否,請補充更詳細的特徵描述,是
900138001343161,是,是,是,是,是,請補充個性特徵,是
900073000678498,是,是,否,是,否,請補充更詳細的特徵描述與個性特徵,是
900073000461842,是,是,否,是,否,請補充更詳細的特徵描述與個性特徵,是
953010006892258,是,是,是,是,是,請補充個性特徵,是
900182000792594,是,是,是,是,是,請補充個性特徵,是
900138000630492,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
900138001221799,是,是,否,是,否,請補充更詳細的特徵描述,是
900138001181878,是,是,是,是,是,請補充個性特徵,是
990002000138355,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
900138001287473,是,是,否,是,否,請補充更詳細的特徵描述,是
992007300057271,是,是,是,是,是,請補充個性特徵,是
992007300052458,是,是,是,是,是,請補充個性特徵,是
990002000067939,是,是,是,是,是,請補充個性特徵,是
900138001329284,是,是,是,是,是,請補充個性特徵,是
900138001328198,是,是,是,是,是,請補充個性特徵,是
900073000478629,是,是,是,是,是,請補充個性特徵,是
900219001229075,是,是,是,是,是,請補充個性特徵,是
900138000798840,是,是,否,是,否,請補充更詳細的特徵描述,是
900138001329445,是,是,是,是,是,請補充個性特徵,是
900073000683658,是,是,否,是,否,請補充更詳細的特徵描述,是
900073000376094,是,是,是,是,是,請補充個性特徵,是
900073000376083,是,是,是,是,是,請補充個性特徵,是
900073000376077,是,是,是,是,是,請補充個性特徵,是
01E036E829,是,是,否,是,否,請補充更詳細的特徵描述,是
990002000146103,是,是,是,是,是,請補充個性特徵,是
900073000493767,是,否,否,是,否,請補充毛色、外觀、特徵等詳細描述,是
900042000371998,是,是,是,是,是,請補充個性特徵,是
900073000739014,是,是,是,是,是,請補充個性特徵,是
900138001332076,是,是,是,是,是,請補充個性特徵,是
900250000421304,是,是,是,是,是,請補充個性特徵,是
900073000466723,是,是,是,是,是,請補充個性特徵,是
900219001306953,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
990002000103090,是,是,是,是,是,請補充個性特徵,是
900138001335077,是,是,是,是,是,請補充個性特徵,是
990000000264255,是,是,是,是,是,請補充個性特徵,是
992007300001381,是,是,是,是,是,請補充個性特徵,是
900108001442016,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
990000002160907,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
900138001268291,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
900073000599361,是,是,是,是,是,請補充個性特徵,是
900138001138329,是,是,是,是,是,請補充個性特徵,是
992007300012060,是,是,否,是,否,請補充更詳細的特徵描述,是
992007300136875,是,是,是,是,是,請補充個性特徵,是
900215002155165,是,是,是,是,是,請補充個性特徵,是
992007300028573,是,否,否,是,否,請補充毛色、特徵等詳細描述,是
900138000590045,是,是,是,是,是,請補充個性特徵,是
900138001395463,是,是,是,是,是,請補充個性特徵,是
900073000728594,是,是,是,是,是,請補充個性特徵,是
900073000183324,是,是,是,是,是,請補充個性特徵,是
900073000587340,是,是,否,是,否,請補充更詳細的特徵描述,是
900073000542502,是,是,是,是,是,請補充個性特徵,是
900138000237696,是,是,是,是,是,請補充個性特徵,是
900073000906259,是,是,是,是,是,請補充個性特徵,是
992007300019171,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
953010005606109,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
900219000063944,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
990000001404305,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵等詳細描述,是
990000001404299,是,是,是,是,是,請補充個性特徵,是
900073000275492,是,是,是,是,是,請補充個性特徵,是
900073000531544,是,是,是,是,是,請補充個性特徵,是
900073000226096,是,是,是,是,是,請補充個性特徵,是
900138001265319,是,是,是,是,是,請補充個性特徵,是
900073000118625,是,是,是,是,是,請補充個性特徵,是
900111880717090,是,是,是,是,是,請補充個性特徵,是
900138001130578,是,是,是,是,是,請補充個性特徵,是
900250000660866,是,是,是,是,是,請補充個性特徵,是
990000001395612,是,是,是,是,是,請補充個性特徵,是
900138001185385,是,是,是,是,是,請補充個性特徵,是
900138001163294,是,是,是,是,是,請補充個性特徵,是
900073000728068,是,是,是,是,是,請補充個性特徵,是
900138001320363,是,是,是,是,是,請補充個性特徵,是
900138001260924,是,是,是,是,是,請補充個性特徵,是
900073000389341,是,是,是,是,是,請補充個性特徵,是
900250000851685,是,是,是,是,是,請補充個性特徵,是
992007300110952,是,是,是,是,是,請補充個性特徵,是
900073000520644,是,是,是,是,是,請補充個性特徵,是
900138000429384,,,,,,,
900073000311273,,,,,,,
700020220002483,,,,,,,
945000009084929,,,,,,,
900138000900659,,,,,,,
900073000113966,,,,,,,
953010006889926,遺失地點是否具體,是否包含毛色特徵,是否有清楚的特徵描述,遺失時間是否明確,資料是否適合公告,建議補充哪些資訊以增加協尋成功率,"是否有附圖片
是"
990000000853473,是,是,是,是,是,請補充個性特徵與是否有項圈,是
990000000853492,是,是,是,是,是,請補充個性特徵與是否有項圈,是
900073000442584,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900073000606312,是,否,否,是,否,請補充毛色、外觀、清楚特徵與個性特徵,是
900073000606121,是,否,否,是,否,請補充毛色、外觀、清楚特徵與個性特徵,是
900073000381874,是,是,否,是,是,請補充外觀、清楚特徵與個性特徵,是
900073000420034,是,是,否,是,是,請更具體描述特徵,是
900073000592622,是,是,是,是,是,請補充個性特徵,是
900073000587084,是,是,是,是,是,請補充個性特徵,是
900182000646883,是,是,是,是,是,無,是
900138001264052,是,是,是,是,是,請補充個性特徵,是
900073000437367,是,是,否,是,是,請補充清楚特徵與個性特徵,是
990002000128507,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900138000861003,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900138000861078,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900138000861071,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900138000861008,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900138000861023,是,是,否,是,是,請補充清楚特徵與個性特徵,是
990002000030496,是,是,是,是,是,請補充個性特徵,是
